Endodermis,Epidermis,Exodermis,GeneralCortex,InnerCortex,MeristematicCortex,MeristematicZone,Phloem,QuiescentCenter,Vasculature,Xylem
Solyc11g044960,Solyc06g034230,Solyc06g007990,Solyc06g083130,Solyc11g010510,,Solyc10g076900,Solyc06g066010,Solyc11g021090,Solyc11g066970,Solyc09g005800
Solyc11g045270,Solyc06g034360,Solyc06g009190,Solyc06g083490,Solyc11g010960,,Solyc10g078190,Solyc06g066340,Solyc11g027640,Solyc11g068745,Solyc09g005990
Solyc11g045480,Solyc06g034410,Solyc06g009770,Solyc06g083580,Solyc11g011400,,Solyc10g079580,Solyc06g066500,Solyc11g027710,Solyc11g069250,Solyc09g007650
Solyc11g056410,Solyc06g035980,Solyc06g009830,Solyc06g083910,Solyc11g011450,,Solyc10g080190,Solyc06g066520,Solyc11g027760,Solyc11g069800,Solyc09g007660
Solyc11g061760,Solyc06g036300,Solyc06g011350,Solyc06g084170,Solyc11g011840,,Solyc10g081210,Solyc06g066770,Solyc11g027830,Solyc11g069840,Solyc09g010595
Solyc11g062400,Solyc06g036460,Solyc06g036100,Solyc06g084615,Solyc11g011875,,Solyc10g081970,Solyc06g068340,Solyc11g028167,Solyc11g069900,Solyc09g010740
Solyc11g065990,Solyc06g036540,Solyc06g036330,Solyc07g005190,Solyc11g012510,,Solyc10g083250,Solyc06g069510,Solyc11g040300,Solyc11g071440,Solyc09g010910
Solyc11g067210,Solyc06g048560,Solyc06g042980,Solyc07g005750,Solyc11g012980,,Solyc10g083260,Solyc06g069590,Solyc11g044650,Solyc11g071470,Solyc09g010917
Solyc11g068360,Solyc06g048780,Solyc06g050700,Solyc07g006590,Solyc11g013345,,Solyc10g083410,Solyc06g069640,Solyc11g045310,Solyc11g072150,Solyc09g010993
Solyc11g068630,Solyc06g048850,Solyc06g050760,Solyc07g006680,Solyc11g017010,,Solyc10g084060,Solyc06g071440,Solyc11g045430,Solyc11g072580,Solyc09g011980
Solyc11g068790,Solyc06g050870,Solyc06g051130,Solyc07g006700,Solyc11g017200,,Solyc10g085900,Solyc06g071950,Solyc11g050770,Solyc11g073020,Solyc09g014215
Solyc11g068880,Solyc06g051045,Solyc06g051300,Solyc07g007930,Solyc11g020030,,Solyc10g086390,Solyc06g072080,Solyc11g056450,Solyc12g005070,Solyc09g015473
Solyc11g069020,Solyc06g051160,Solyc06g051540,Solyc07g008230,Solyc11g022600,,Solyc11g005180,Solyc06g072600,Solyc11g063520,Solyc12g005097,Solyc09g037025
Solyc11g070040,Solyc06g051250,Solyc06g053580,Solyc07g008310,Solyc11g039740,,Solyc11g005260,Solyc06g072620,Solyc11g063610,Solyc12g006680,Solyc09g037030
Solyc11g072830,Solyc06g051835,Solyc06g054030,Solyc07g008620,Solyc11g040305,,Solyc11g005440,Solyc06g072630,Solyc11g063630,Solyc12g006690,Solyc09g047840
Solyc12g005040,Solyc06g051970,Solyc06g054060,Solyc07g009070,Solyc11g042640,,Solyc11g008260,Solyc06g072990,Solyc11g063660,Solyc12g008860,Solyc09g047860
Solyc12g006225,Solyc06g052050,Solyc06g054070,Solyc07g014620,Solyc11g044360,,Solyc11g008290,Solyc06g073000,Solyc11g065625,Solyc12g009800,Solyc09g056185
Solyc12g006270,Solyc06g054500,Solyc06g054260,Solyc07g014730,Solyc11g066290,,Solyc11g010720,Solyc06g073133,Solyc11g065640,Solyc12g013650,Solyc09g057585
Solyc12g008330,Solyc06g054600,Solyc06g054270,Solyc07g015800,Solyc11g066330,,Solyc11g011010,Solyc06g073710,Solyc11g065800,Solyc12g014065,Solyc09g057887
Solyc12g008605,Solyc06g060880,Solyc06g054460,Solyc07g015970,Solyc11g066470,,Solyc11g012195,Solyc06g073940,Solyc11g066100,Solyc12g014130,Solyc09g057900
Solyc12g009240,Solyc06g060900,Solyc06g059880,Solyc07g017535,Solyc11g066510,,Solyc11g012420,Solyc06g074170,Solyc11g067150,Solyc12g014190,Solyc09g059477
Solyc12g009970,Solyc06g061210,Solyc06g060070,Solyc07g017683,Solyc11g066530,,Solyc11g012520,Solyc06g074550,Solyc11g067290,Solyc12g014590,Solyc09g065760
Solyc12g010115,Solyc06g062760,Solyc06g060310,Solyc07g017760,Solyc11g066860,,Solyc11g012670,Solyc06g074730,Solyc11g068940,Solyc12g019040,Solyc09g065780
Solyc12g010220,Solyc06g062910,Solyc06g060340,Solyc07g022900,Solyc11g068550,,Solyc11g013090,Solyc06g074905,Solyc11g069360,Solyc12g021310,Solyc09g065940
Solyc12g011213,Solyc06g062930,Solyc06g060620,Solyc07g026640,Solyc11g068950,,Solyc11g013480,Solyc06g075370,Solyc11g070070,Solyc12g042170,Solyc09g066045
Solyc12g013820,Solyc06g063110,Solyc06g060760,Solyc07g032385,Solyc11g069940,,Solyc11g020720,Solyc06g075470,Solyc12g005970,Solyc12g042530,Solyc09g074095
Solyc12g014020,Solyc06g063430,Solyc06g061180,Solyc07g032640,Solyc11g071865,,Solyc11g040220,Solyc06g076030,Solyc12g006570,Solyc12g042560,Solyc09g074250
Solyc12g016220,Solyc06g064500,Solyc06g061190,Solyc07g040680,Solyc11g072000,,Solyc11g040340,Solyc06g076300,Solyc12g006710,Solyc12g056990,Solyc09g074820
Solyc12g017800,Solyc06g064620,Solyc06g062600,Solyc07g040950,Solyc11g072200,,Solyc11g044940,Solyc06g076630,Solyc12g008665,Solyc12g062520,Solyc09g074840
Solyc12g019050,Solyc06g064720,Solyc06g063010,Solyc07g041780,Solyc11g072710,,Solyc11g045035,Solyc06g076690,Solyc12g009180,Solyc12g070220,Solyc09g075050
Solyc12g032960,Solyc06g064760,Solyc06g063370,Solyc07g042015,Solyc12g005650,,Solyc11g045140,Solyc06g082940,Solyc12g009220,Solyc12g087893,Solyc09g075650
Solyc12g033080,Solyc06g065010,Solyc06g064480,Solyc07g043130,Solyc12g006997,,Solyc11g045230,Solyc06g082960,Solyc12g013740,Solyc12g094540,Solyc09g083340
Solyc12g035420,Solyc06g065530,Solyc06g064960,Solyc07g043330,Solyc12g007010,,Solyc11g045470,Solyc06g083120,Solyc12g013870,Solyc12g094700,Solyc09g084490
Solyc12g036325,Solyc06g066590,Solyc06g065000,Solyc07g044860,Solyc12g007190,,Solyc11g056670,Solyc06g083880,Solyc12g014200,Solyc12g098260,Solyc09g089505
Solyc12g037930,Solyc06g066630,Solyc06g065920,Solyc07g045040,Solyc12g010380,,Solyc11g056680,Solyc06g084080,Solyc12g021320,Solyc12g098880,Solyc09g089580
Solyc12g038350,Solyc06g068700,Solyc06g065970,Solyc07g045310,Solyc12g010870,,Solyc11g065440,Solyc06g084370,Solyc12g027740,Solyc12g099190,Solyc09g090230
Solyc12g038657,Solyc06g069045,Solyc06g066540,Solyc07g045530,Solyc12g011320,,Solyc11g065600,Solyc07g005250,Solyc12g035870,Solyc12g099200,Solyc09g090320
Solyc12g040640,Solyc06g069150,Solyc06g066830,Solyc07g047850,Solyc12g013500,,Solyc11g066160,Solyc07g005310,Solyc12g035890,,Solyc09g090553
Solyc12g042230,Solyc06g070990,Solyc06g067870,Solyc07g049290,Solyc12g013810,,Solyc11g066610,Solyc07g005595,Solyc12g036150,,Solyc09g090835
Solyc12g049220,Solyc06g071390,Solyc06g068770,Solyc07g052290,Solyc12g014355,,Solyc11g066690,Solyc07g006110,Solyc12g037950,,Solyc09g091010
Solyc12g049460,Solyc06g072100,Solyc06g069170,Solyc07g052440,Solyc12g015680,,Solyc11g066930,Solyc07g006140,Solyc12g038800,,Solyc09g092420
Solyc12g049530,Solyc06g073010,Solyc06g069650,Solyc07g052707,Solyc12g015770,,Solyc11g069130,Solyc07g007620,Solyc12g040860,,Solyc09g097770
Solyc12g049613,Solyc06g073220,Solyc06g069690,Solyc07g052850,Solyc12g016110,,Solyc11g069290,Solyc07g008020,Solyc12g041890,,Solyc09g098265
Solyc12g056527,Solyc06g073585,Solyc06g069900,Solyc07g053630,Solyc12g017470,,Solyc11g069830,Solyc07g008820,Solyc12g042400,,Solyc09g098440
Solyc12g056855,Solyc06g073650,Solyc06g071070,Solyc07g055060,Solyc12g019100,,Solyc11g070060,Solyc07g009220,Solyc12g042800,,Solyc10g005860
Solyc12g070080,Solyc06g073830,Solyc06g071370,Solyc07g055320,Solyc12g019300,,Solyc11g070140,Solyc07g015980,Solyc12g049483,,Solyc10g006180
Solyc12g088895,Solyc06g074030,Solyc06g071830,Solyc07g056540,Solyc12g026420,,Solyc11g070160,Solyc07g017600,Solyc12g049580,,Solyc10g006670
Solyc12g089143,Solyc06g074340,Solyc06g072530,Solyc07g056670,Solyc12g033030,,Solyc11g072080,Solyc07g017730,Solyc12g056520,,Solyc10g007360
Solyc12g089360,Solyc06g074460,Solyc06g072550,Solyc07g061790,Solyc12g033050,,Solyc11g072740,Solyc07g017925,Solyc12g056550,,Solyc10g008200
Solyc12g094600,Solyc06g074990,Solyc06g072880,Solyc07g062060,Solyc12g035470,,Solyc12g005000,Solyc07g018035,Solyc12g062450,,Solyc10g008450
Solyc12g100300,Solyc06g075100,Solyc06g073060,Solyc07g062170,Solyc12g038805,,Solyc12g005260,Solyc07g018070,Solyc12g062840,,Solyc10g008760
Solyc12g100320,Solyc06g075610,Solyc06g073460,Solyc07g062740,Solyc12g042010,,Solyc12g005310,Solyc07g018180,Solyc12g082730,,Solyc10g008890
,Solyc06g076060,Solyc06g074120,Solyc07g062810,Solyc12g042070,,Solyc12g006250,Solyc07g041640,Solyc12g088010,,Solyc10g009040
,Solyc06g076090,Solyc06g074180,Solyc07g062820,Solyc12g042177,,Solyc12g006575,Solyc07g042450,Solyc12g088180,,Solyc10g009480
,Solyc06g082430,Solyc06g074190,Solyc07g063600,Solyc12g042770,,Solyc12g007000,Solyc07g045100,Solyc12g089297,,Solyc10g018610
,Solyc06g082450,Solyc06g074420,Solyc07g064690,Solyc12g049310,,Solyc12g009980,Solyc07g045290,Solyc12g095740,,Solyc10g018870
,Solyc06g082730,Solyc06g074710,Solyc07g064940,Solyc12g055680,,Solyc12g010233,Solyc07g045320,Solyc12g096110,,Solyc10g018900
,Solyc06g082825,Solyc06g075360,Solyc07g065220,Solyc12g055700,,Solyc12g010340,Solyc07g047830,Solyc12g096680,,Solyc10g019000
,Solyc06g083000,Solyc06g075500,Solyc07g066310,Solyc12g055850,,Solyc12g011400,Solyc07g049300,,,Solyc10g019037
,Solyc06g083270,Solyc06g075650,Solyc08g005050,Solyc12g056470,,Solyc12g014030,Solyc07g049320,,,Solyc10g044880
,Solyc06g083330,Solyc06g076790,Solyc08g005620,Solyc12g056830,,Solyc12g014565,Solyc07g049560,,,Solyc10g047390
,Solyc06g084070,Solyc06g082210,Solyc08g006250,Solyc12g056920,,Solyc12g017923,Solyc07g052230,,,Solyc10g049820
,Solyc06g084180,Solyc06g082590,Solyc08g006530,Solyc12g088090,,Solyc12g019180,Solyc07g052400,,,Solyc10g049920
,Solyc06g084820,Solyc06g082760,Solyc08g006770,Solyc12g088190,,Solyc12g019540,Solyc07g052880,,,Solyc10g050220
,Solyc07g005100,Solyc06g083580,Solyc08g006970,Solyc12g088700,,Solyc12g019570,Solyc07g052910,,,Solyc10g050920
,Solyc07g005110,Solyc06g083910,Solyc08g007120,Solyc12g088760,,Solyc12g027750,Solyc07g053010,,,Solyc10g052650
,Solyc07g006300,Solyc06g084170,Solyc08g007580,Solyc12g096090,,Solyc12g035475,Solyc07g053590,,,Solyc10g052745
,Solyc07g006360,Solyc06g084320,Solyc08g008050,Solyc12g096550,,Solyc12g036670,Solyc07g054420,,,Solyc10g054660
,Solyc07g006570,Solyc07g006145,Solyc08g008440,Solyc12g096770,,Solyc12g038180,Solyc07g055330,,,Solyc10g075080
,Solyc07g006710,Solyc07g006170,Solyc08g008500,Solyc12g098320,,Solyc12g044730,Solyc07g055625,,,Solyc10g076720
,Solyc07g006800,Solyc07g006855,Solyc08g013670,Solyc12g098350,,Solyc12g049110,Solyc07g055770,,,Solyc10g076920
,Solyc07g006850,Solyc07g006950,Solyc08g013756,Solyc12g099360,,Solyc12g056490,Solyc07g056250,,,Solyc10g079160
,Solyc07g006900,Solyc07g007300,Solyc08g013758,,,Solyc12g056730,Solyc07g056260,,,Solyc10g079350
,Solyc07g007000,Solyc07g007350,Solyc08g014090,,,Solyc12g056760,Solyc07g056580,,,Solyc10g079440
,Solyc07g007290,Solyc07g008230,Solyc08g014490,,,Solyc12g094480,Solyc07g061920,,,Solyc10g079840
,Solyc07g007490,Solyc07g008360,Solyc08g016000,,,Solyc12g095940,Solyc07g062010,,,Solyc10g080490
,Solyc07g008380,Solyc07g008540,Solyc08g021890,,,Solyc12g096480,Solyc07g062140,,,Solyc10g081410
,Solyc07g008420,Solyc07g009180,Solyc08g023540,,,Solyc12g096570,Solyc07g062970,,,Solyc10g082020
,Solyc07g008600,Solyc07g015800,Solyc08g028780,,,Solyc12g098270,Solyc07g064020,,,Solyc10g083060
,Solyc07g008750,Solyc07g016215,Solyc08g028900,,,Solyc12g099570,Solyc07g064240,,,Solyc10g085500
,Solyc07g008755,Solyc07g017800,Solyc08g062290,,,Solyc12g099840,Solyc07g064720,,,Solyc10g085950
,Solyc07g008890,Solyc07g017955,Solyc08g062610,,,Solyc12g100070,Solyc07g065410,,,Solyc10g085960
,Solyc07g008920,Solyc07g017980,Solyc08g063040,,,,Solyc07g065610,,,Solyc11g005970
,Solyc07g009280,Solyc07g018430,Solyc08g066310,,,,Solyc07g065930,,,Solyc11g006010
,Solyc07g009290,Solyc07g025525,Solyc08g066770,,,,Solyc08g005090,,,Solyc11g006670
,Solyc07g009430,Solyc07g025530,Solyc08g068230,,,,Solyc08g005318,,,Solyc11g006700
,Solyc07g009520,Solyc07g040960,Solyc08g068700,,,,Solyc08g005460,,,Solyc11g006750
,Solyc07g017880,Solyc07g042440,Solyc08g074480,,,,Solyc08g005493,,,Solyc11g007360
,Solyc07g018200,Solyc07g042510,Solyc08g074682,,,,Solyc08g006410,,,Solyc11g007500
,Solyc07g018230,Solyc07g043130,Solyc08g075810,,,,Solyc08g006620,,,Solyc11g010870
,Solyc07g018310,Solyc07g045040,Solyc08g077530,,,,Solyc08g006630,,,Solyc11g010910
,Solyc07g021180,Solyc07g045470,Solyc08g078010,,,,Solyc08g006950,,,Solyc11g011225
,Solyc07g021610,Solyc07g045530,Solyc08g078090,,,,Solyc08g007500,,,Solyc11g011230
,Solyc07g021620,Solyc07g047740,Solyc08g078280,,,,Solyc08g008340,,,Solyc11g011535
,Solyc07g026607,Solyc07g047850,Solyc08g078870,,,,Solyc08g014570,,,Solyc11g011542
,Solyc07g039585,Solyc07g048070,Solyc08g078910,,,,Solyc08g015670,,,Solyc11g012480
,Solyc07g039630,Solyc07g049200,Solyc08g078920,,,,Solyc08g015770,,,Solyc11g012620
,Solyc07g041000,Solyc07g049240,Solyc08g078930,,,,Solyc08g021880,,,Solyc11g013060
,Solyc07g041770,Solyc07g049460,Solyc08g078940,,,,Solyc08g028920,,,Solyc11g017340
,Solyc07g043170,Solyc07g049470,Solyc08g078950,,,,Solyc08g028950,,,Solyc11g018743
,Solyc07g043230,Solyc07g049530,Solyc08g079180,,,,Solyc08g029090,,,Solyc11g018820
,Solyc07g043640,Solyc07g049550,Solyc08g079190,,,,Solyc08g042000,,,Solyc11g019935
,Solyc07g043690,Solyc07g052530,Solyc08g079200,,,,Solyc08g062110,,,Solyc11g027690
,Solyc07g043700,Solyc07g052540,Solyc08g079230,,,,Solyc08g062760,,,Solyc11g040067
,Solyc07g044720,Solyc07g052680,Solyc08g079590,,,,Solyc08g062990,,,Solyc11g042440
,Solyc07g045120,Solyc07g053130,Solyc08g079840,,,,Solyc08g065840,,,Solyc11g042920
,Solyc07g047990,Solyc07g053550,Solyc08g080040,,,,Solyc08g066550,,,Solyc11g044255
,Solyc07g048035,Solyc07g054730,Solyc08g080670,,,,Solyc08g067180,,,Solyc11g044330
,Solyc07g048060,Solyc07g055060,Solyc08g080750,,,,Solyc08g067370,,,Solyc11g044680
,Solyc07g051890,Solyc07g055670,Solyc08g081190,,,,Solyc08g068800,,,Solyc11g045523
,Solyc07g052360,Solyc07g055780,Solyc08g082590,,,,Solyc08g068990,,,Solyc11g051035
,Solyc07g052730,Solyc07g056320,Solyc08g082670,,,,Solyc08g074390,,,Solyc11g056310
,Solyc07g052950,Solyc07g061740,Solyc08g083110,,,,Solyc08g074605,,,Solyc11g056470
,Solyc07g053030,Solyc07g061990,Solyc09g005260,,,,Solyc08g075230,,,Solyc11g056500
,Solyc07g053050,Solyc07g062530,Solyc09g007050,,,,Solyc08g075640,,,Solyc11g063540
,Solyc07g053150,Solyc07g062810,Solyc09g007060,,,,Solyc08g075790,,,Solyc11g065030
,Solyc07g054430,Solyc07g063600,Solyc09g007760,,,,Solyc08g075880,,,Solyc11g065195
,Solyc07g055010,Solyc07g064410,Solyc09g007770,,,,Solyc08g075920,,,Solyc11g065630
,Solyc07g055025,Solyc07g064870,Solyc09g007790,,,,Solyc08g076335,,,Solyc11g065810
,Solyc07g055730,Solyc07g066460,Solyc09g007850,,,,Solyc08g076850,,,Solyc11g066090
